Welcome to the profile statistics browser.
out_profile/demo.pts% out_profile/demo.pts% Sat Jul 13 23:24:38 2024    out_profile/demo.pts

         2834940 function calls (2799893 primitive calls) in 75.104 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/core.py:8527(__init__)
        1    0.000    0.000    0.003    0.003 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/compat/_constants.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:5676(<genexpr>)
       15    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/dtypes.py:1835(construct_from_string)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/extension.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.11/importlib/resources/readers.py:1(<module>)
        1    0.000    0.000    0.050    0.050 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/_libs/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/groupby/ops.py:560(BaseGrouper)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/arrays/numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/_encoded_words.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/resources/readers.py:16(__init__)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/stata.py:1116(StataReader)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/__init__.py:315(_subx)
        1    0.000    0.000    0.002    0.002 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/plotting/__init__.py:1(<module>)
       43    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_compat_pickle.py:165(<genexpr>)
       18    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/_add_newdocs_scalars.py:19(type_aliases_gen)
        8    0.000    0.000    0.000    0.000 <frozen posixpath>:140(basename)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/feedparser.py:100(push)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/inference.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:585(_metavar_formatter)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
       20    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/lib/mixins.py:18(_binary_method)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/excel/_xlrd.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.11/dataclasses.py:401(_tuple_str)
       42    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/csvs.py:105(float_format)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:412(realpath)
        8    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_typing/__init__.py:56(__init_subclass__)
       14    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/csvs.py:204(nlevels)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/base.py:43(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/_testing/__init__.py:169(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/construction.py:638(_extract_index)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/__init__.py:489(hugepage_setup)
        1    0.000    0.000    0.041    0.041 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/frame.py:5174(assign)
       12    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/multiarray.py:436(lexsort)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:2266(make)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/metadata/__init__.py:531(Distribution)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:1336(__new__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.11/weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/dtypes.py:1610(SparseDtype)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/lib/_datasource.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/common.py:207(validate_header_arg)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/groupby/indexing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/excel/_pyxlsb.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:937(_evaluate_usecols)
       68    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/fromnumeric.py:1842(_ravel_dispatcher)
        1    0.000    0.000    0.001    0.001 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/dtypes.py:1164(IntervalDtype)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/matrixlib/defmatrix.py:73(matrix)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:2856(<listcomp>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.11/string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/pytables.py:485(HDFStore)
        2    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/groupby/ops.py:596(shape)
        8    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/nanops.py:75(__call__)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/lib/_iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/lib/_ufunclike_impl.py:1(<module>)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.11/dataclasses.py:449(_field_init)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/subprocess.py:749(Popen)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:963(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tempfile.py:665(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexers/utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/dtypes.py:690(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/dateutil/parser/isoparser.py:1(<module>)
       34    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/ops/invalid.py:44(make_invalid_op)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/message.py:506(set_raw)
        6    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:1426(_validate_parse_dates_arg)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:3938(_set_integer_check)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/excel/_odswriter.py:31(ODSWriter)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1594(_pop_action_class)
        1    0.000    0.000    0.010    0.010 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/window/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/_testing/_warnings.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/locale.py:479(_parse_localename)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:2521(_get_value)
       10    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/computation/parsing.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/apply.py:1899(reconstruct_and_relabel_result)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/excel/_openpyxl.py:40(OpenpyxlWriter)
       23    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/reshape/merge.py:1256(<lambda>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.11/logging/__init__.py:421(PercentStyle)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.11/importlib/__init__.py:108(import_module)
        2    0.000    0.000    0.002    0.001 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pycountry/__init__.py:21(resource_filename)
        9    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1163(is_float_dtype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/functools.py:800(singledispatch)
        6    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1192(_gcd_import)
       33    0.000    0.000    0.000    0.000 {built-in method sys.getrefcount}
       94    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tarfile.py:1615(TarFile)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/linalg/_linalg.py:59(SVDResult)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1825(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/resources/_adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/tools/times.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.11/dataclasses.py:368(field)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pytz/tzfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/array_algos/putmask.py:1(<module>)
       28    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/csvs.py:117(index)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/metadata/_adapters.py:8(Message)
       37    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:1577(_BaseV6)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:1250(copy)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/util/_exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexing.py:725(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/arrays/arrow/accessors.py:1(<module>)
        6    0.000    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/arraylike.py:192(__sub__)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/window/numba_.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pycountry/db.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/api.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/csvs.py:143(_initialize_quotechar)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1356(_iter_member_by_value_)
       23    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/reshape/concat.py:770(_maybe_check_integrity)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/message.py:135(Message)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pycountry/db.py:55(Database)
       22    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/_type_aliases.py:118(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/platform.py:825(uname)
       31    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/range.py:231(_constructor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/dtypes.py:945(PeriodDtype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:1311(time)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/_machar.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/metadata/_collections.py:23(freeze)
       41    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:2050(<genexpr>)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.11/sysconfig.py:709(get_config_var)
        1    0.000    0.000    0.023    0.023 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/matrixlib/__init__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       11    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/groupby/grouper.py:999(is_in_obj)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/groupby/numba_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:2293(timezone)
       34    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:820(<dictcomp>)
